ICHI code	Title	Index term	Include note	Action flag	Expanded index with include note	Warning	Comments	Original full index terms	Original full include notes			Flag	Delete index term	Review index term									Original Title	Original index term
		Ventriculomastoid anastomosis		I									FALSE	FALSE										Ventriculomastoid anastomosis
		Ventriculoperitoneostomy		I									FALSE	FALSE										Ventriculoperitoneostomy
		Ventriculopleural anastomosis		I									FALSE	FALSE										Ventriculopleural anastomosis
		Ventriculostomy		I									FALSE	FALSE										Ventriculostomy
AAE.LI.AB	Endoscopic ventricular shunt							Anastomosis of ventricle to cisterna magna via endoscope; Endoscopic insertion of Holter valve; Ventricle to bone marrow shunt via endoscope; Ventricle to nasopharynx shunt via endoscope; Ventricle to ureter shunt via endoscope; Endoscopic insertion of ventricular shunt to abdominal cavity and organs; Endoscopic insertion of ventricular shunt to circulatory system; Endoscopic insertion of ventricular shunt to extracranial site; Endoscopic insertion of ventricular shunt to structure in head and neck; Endoscopic insertion of ventricular shunt to thoracic cavity; Endoscopic insertion ofventricular shunt to urinary system; Endoscopic third ventriculostomy; Endoscopic ventriculoatrial anastomosis; Endoscopic ventriculocaval shunt; Endoscopic ventriculocholecystostomy; Endoscopic ventriculocisternal intubation; Endoscopic ventriculomastoid anastomosis; Endoscopic ventriculoperitoneostomy; Endoscopic ventriculopleural anastomosis; Endoscopic ventriculostomy					FALSE	FALSE									Endoscopic ventricular shunt	
		Anastomosis of ventricle to cisterna magna via endoscope		I									FALSE	FALSE										Anastomosis of ventricle to cisterna magna via endoscope
		Endoscopic insertion of Holter valve		I									FALSE	FALSE										Endoscopic insertion of Holter valve
		Ventricle to bone marrow shunt via endoscope		I									FALSE	FALSE										Ventricle to bone marrow shunt via endoscope
		Ventricle to nasopharynx shunt via endoscope		I									FALSE	FALSE										Ventricle to nasopharynx shunt via endoscope
		Ventricle to ureter shunt via endoscope		I									FALSE	FALSE										Ventricle to ureter shunt via endoscope
		Endoscopic insertion of ventricular shunt to abdominal cavity and organs		I									FALSE	FALSE										Endoscopic insertion of ventricular shunt to abdominal cavity and organs
		Endoscopic insertion of ventricular shunt to circulatory system		I									FALSE	FALSE										Endoscopic insertion of ventricular shunt to circulatory system
		Endoscopic insertion of ventricular shunt to extracranial site		I									FALSE	FALSE										Endoscopic insertion of ventricular shunt to extracranial site
		Endoscopic insertion of ventricular shunt to structure in head and neck		I									FALSE	FALSE										Endoscopic insertion of ventricular shunt to structure in head and neck
		Endoscopic insertion of ventricular shunt to thoracic cavity		I									FALSE	FALSE										Endoscopic insertion of ventricular shunt to thoracic cavity
		Endoscopic insertion ofventricular shunt to urinary system		I									FALSE	FALSE										Endoscopic insertion ofventricular shunt to urinary system
		Endoscopic third ventriculostomy		I									FALSE	FALSE										Endoscopic third ventriculostomy
		Endoscopic ventriculoatrial anastomosis		I									FALSE	FALSE										Endoscopic ventriculoatrial anastomosis
		Endoscopic ventriculocaval shunt		I									FALSE	FALSE										Endoscopic ventriculocaval shunt
		Endoscopic ventriculocholecystostomy		I									FALSE	FALSE										Endoscopic ventriculocholecystostomy
		Endoscopic ventriculocisternal intubation		I									FALSE	FALSE										Endoscopic ventriculocisternal intubation
		Endoscopic ventriculomastoid anastomosis		I									FALSE	FALSE										Endoscopic ventriculomastoid anastomosis
		Endoscopic ventriculoperitoneostomy		I									FALSE	FALSE										Endoscopic ventriculoperitoneostomy
		Endoscopic ventriculopleural anastomosis		I									FALSE	FALSE										Endoscopic ventriculopleural anastomosis
		Endoscopic ventriculostomy		I									FALSE	FALSE										Endoscopic ventriculostomy
AAE.SN.AA	Management of internal device of ventricles of brain							Exploration of ventriculoperitoneal shunt at ventricular site; Irrigation and exploration of ventricular shunt; Re-programming of ventriculoperitoneal shunt					FALSE	FALSE									Management of internal device of ventricles of brain	
		Exploration of ventriculoperitoneal shunt at ventricular site		R			Add new code AAE.FA.AA & add this index term					R?(WC)	FALSE	TRUE										Exploration of ventriculoperitoneal shunt at ventricular site
		Irrigation and exploration of ventricular shunt		I									FALSE	FALSE										Irrigation and exploration of ventricular shunt
		Re-programming of ventriculoperitoneal shunt		I									FALSE	FALSE										Re-programming of ventriculoperitoneal shunt
AAG.AH.AE	Cranial puncture							Cisternal puncture; Cisternal tap; Cranial puncture, NOS; Puncture of anterior fontanel; Subdural tap through fontanel; Ventricular puncture					FALSE	FALSE									Cranial puncture	
		Cisternal puncture		I									FALSE	FALSE										Cisternal puncture
		Cisternal tap		I									FALSE	FALSE										Cisternal tap
		Cranial puncture, NOS		D									TRUE	FALSE										Cranial puncture, NOS
		Puncture of anterior fontanel		I									FALSE	FALSE										Puncture of anterior fontanel
		Subdural tap through fontanel		I									FALSE	FALSE										Subdural tap through fontanel
		Ventricular puncture		I									FALSE	FALSE										Ventricular puncture
AAG.DN.AA	Implantation of device into intracranial space							Implantation of pressure monitoring device into subdural space					FALSE	FALSE									Implantation of device into intracranial space	
		Implantation of pressure monitoring device into subdural space		I									FALSE	FALSE										Implantation of pressure monitoring device into subdural space
AAG.JB.AA	Drainage of intracranial space							Craniotomy with removal of epidural abscess; Craniotomy with removal of extradural haematoma; Craniotomy with removal of intracranial space lesion; Drainage of subarachnoid cerebral abscess; Drainage of subdural empyema; Drainage of intracranial hygroma; Drainage of epidural or subdural abscess or haematoma of brain; Drainage of cranial sinus; Evacuation of intracranial haematoma; Evacuation of subdural haematoma; Evacuation of intracranial haematoma					FALSE	FALSE									Drainage of intracranial space	
		Craniotomy with removal of epidural abscess		I									FALSE	FALSE										Craniotomy with removal of epidural abscess
		Craniotomy with removal of extradural haematoma		I									FALSE	FALSE										Craniotomy with removal of extradural haematoma
		Craniotomy with removal of intracranial space lesion		I									FALSE	FALSE										Craniotomy with removal of intracranial space lesion
		Drainage of subarachnoid cerebral abscess		I									FALSE	FALSE										Drainage of subarachnoid cerebral abscess
		Drainage of subdural empyema		I									FALSE	FALSE										Drainage of subdural empyema
		Drainage of intracranial hygroma		I									FALSE	FALSE										Drainage of intracranial hygroma
		Drainage of epidural or subdural abscess or haematoma of brain		I									FALSE	FALSE										Drainage of epidural or subdural abscess or haematoma of brain
		Drainage of cranial sinus		I									FALSE	FALSE										Drainage of cranial sinus
		Evacuation of intracranial haematoma		I									FALSE	FALSE										Evacuation of intracranial haematoma
		Evacuation of subdural haematoma		I									FALSE	FALSE										Evacuation of subdural haematoma
		Evacuation of intracranial haematoma		I									FALSE	FALSE										Evacuation of intracranial haematoma
AAG.JB.AE	Percutaneous drainage of intracranial space							Aspiration of subarachnoid space; Aspiration of subdural space; Cranial aspiration; Cranial puncture NOS, for decompression; Puncture of anterior fontanelle for decompression; Subdural tap for decompression					FALSE	FALSE									Percutaneous drainage of intracranial space	
		Aspiration of subarachnoid space		I									FALSE	FALSE										Aspiration of subarachnoid space
		Aspiration of subdural space		I									FALSE	FALSE										Aspiration of subdural space
		Cranial aspiration		I									FALSE	FALSE										Cranial aspiration
		Cranial puncture for decompression, NOS		I									FALSE	FALSE										Cranial puncture NOS, for decompression
		Puncture of anterior fontanelle for decompression		I									FALSE	FALSE										Puncture of anterior fontanelle for decompression
		Subdural tap for decompression		I									FALSE	FALSE										Subdural tap for decompression
AAG.JI.AA	Local excision of lesion of intracranial space							Excision of lesion of subarachnoid space					FALSE	FALSE									Local excision of lesion of intracranial space	
		Excision of lesion of subarachnoid space		I									FALSE	FALSE										Excision of lesion of subarachnoid space
AAN.AD.AA	Biopsy of cranial nerve or ganglion							Open biopsy of cranial nerve or ganglion					FALSE	FALSE									Biopsy of cranial nerve or ganglion	
		Open biopsy of cranial nerve or ganglion		S									FALSE	FALSE										Open biopsy of cranial nerve or ganglion
AAN.AD.AE	Percutaneous biopsy of cranial nerve or ganglion							Closed biopsy of cranial nerve or ganglion					FALSE	FALSE									Percutaneous biopsy of cranial nerve or ganglion	
		Closed biopsy of cranial nerve or ganglion		S									FALSE	FALSE										Closed biopsy of cranial nerve or ganglion
AAN.DN.AA	Implantation of cranial nerve device							Cranial implantation of neurostimulator pulse generator; Implantation of intracranial neurostimulator lead; Implantation of intracranial neurostimulator device; Implantation of intracranial neuropacemaker; Implantation of trigeminal nerve device; Implantation of vagus nerve device					FALSE	FALSE									Implantation of cranial nerve device	
		Cranial implantation of neurostimulator pulse generator		I									FALSE	FALSE										Cranial implantation of neurostimulator pulse generator
		Implantation of intracranial neurostimulator lead		I									FALSE	FALSE										Implantation of intracranial neurostimulator lead
