ICHI code	Title	Index term	Include note	Action flag	Expanded index with include note	Warning	Action flag comments	Original full index terms	Original full include notes			Flag	Delete index term	Review index term									Original Title	Original Expanded index with include note
			visor flap	I	Reconstruction of eyelid involving lid margin, partial-thickness with visor flap								FALSE	FALSE										Reconstruction of eyelid involving lid margin, partial-thickness via visor flap
		Reconstruction of eyelid with flap or graft, NOS		I									FALSE	FALSE										
			hair follicle graft	D	Reconstruction of eyelid with flap or graft via hair follicle graft	Repeated words: [graft]							FALSE	FALSE										Reconstruction of eyelid with flap or graft via hair follicle graft
			mucous membrane flap or graft	D	Reconstruction of eyelid with flap or graft via mucous membrane flap or graft	Repeated words: [flap, graft]							FALSE	FALSE										Reconstruction of eyelid with flap or graft via mucous membrane flap or graft
			skin flap or graft	D	Reconstruction of eyelid with flap or graft via skin flap or graft	Repeated words: [flap, graft]							FALSE	FALSE										Reconstruction of eyelid with flap or graft via skin flap or graft
			tarsoconjunctival flap	D	Reconstruction of eyelid with flap or graft via tarsoconjunctival flap	Repeated words: [flap]							FALSE	FALSE										Reconstruction of eyelid with flap or graft via tarsoconjunctival flap
			visor flap	D	Reconstruction of eyelid with flap or graft via visor flap	Repeated words: [flap]							FALSE	FALSE										Reconstruction of eyelid with flap or graft via visor flap
		Scleral graft to eyelid, with recession of lid retractors		I									FALSE	FALSE										
			hair follicle graft	D	Scleral graft to eyelid, with recession of lid retractors via hair follicle graft	Repeated words: [graft]							FALSE	FALSE										Scleral graft to eyelid, with recession of lid retractors via hair follicle graft
			mucous membrane flap or graft	D	Scleral graft to eyelid, with recession of lid retractors via mucous membrane flap or graft	Repeated words: [graft]							FALSE	FALSE										Scleral graft to eyelid, with recession of lid retractors via mucous membrane flap or graft
			skin flap or graft	D	Scleral graft to eyelid, with recession of lid retractors via skin flap or graft	Repeated words: [graft]							FALSE	FALSE										Scleral graft to eyelid, with recession of lid retractors via skin flap or graft
			tarsoconjunctival flap	D	Scleral graft to eyelid, with recession of lid retractors via tarsoconjunctival flap								FALSE	FALSE										Scleral graft to eyelid, with recession of lid retractors via tarsoconjunctival flap
			visor flap	D	Scleral graft to eyelid, with recession of lid retractors via visor flap								FALSE	FALSE										Scleral graft to eyelid, with recession of lid retractors via visor flap
		Secondary reconstruction of eyelid		I									FALSE	FALSE										
			hair follicle graft	I	Secondary reconstruction of eyelid with hair follicle graft								FALSE	FALSE										Secondary reconstruction of eyelid with hair follicle graft
			mucous membrane flap or graft	I	Secondary reconstruction of eyelid with mucous membrane flap or graft								FALSE	FALSE										Secondary reconstruction of eyelid via mucous membrane flap or graft
			skin flap or graft	I	Secondary reconstruction of eyelid with skin flap or graft								FALSE	FALSE										Secondary reconstruction of eyelid via skin flap or graft
			tarsoconjunctival flap	I	Secondary reconstruction of eyelid with tarsoconjunctival flap								FALSE	FALSE										Secondary reconstruction of eyelid via tarsoconjunctival flap
			visor flap	I	Secondary reconstruction of eyelid with visor flap								FALSE	FALSE										Secondary reconstruction of eyelid via visor flap
		Transfer of tarsoconjunctival flap from opposing lid		I									FALSE	FALSE										
			hair follicle graft	D	Transfer of tarsoconjunctival flap from opposing lid with hair follicle graft								FALSE	FALSE										Transfer of tarsoconjunctival flap from opposing lid with hair follicle graft
			mucous membrane flap or graft	D	Transfer of tarsoconjunctival flap from opposing lid via mucous membrane flap or graft	Repeated words: [flap]							FALSE	FALSE										Transfer of tarsoconjunctival flap from opposing lid via mucous membrane flap or graft
			skin flap or graft	D	Transfer of tarsoconjunctival flap from opposing lid via skin flap or graft	Repeated words: [flap]							FALSE	FALSE										Transfer of tarsoconjunctival flap from opposing lid via skin flap or graft
			tarsoconjunctival flap	D	Transfer of tarsoconjunctival flap from opposing lid via tarsoconjunctival flap	Repeated words: [tarsoconjunctival, flap]							FALSE	FALSE										Transfer of tarsoconjunctival flap from opposing lid via tarsoconjunctival flap
			visor flap	D	Transfer of tarsoconjunctival flap from opposing lid via visor flap	Repeated words: [flap]							FALSE	FALSE										Transfer of tarsoconjunctival flap from opposing lid via visor flap
BAD.GA.AH	Destruction of lacrimal apparatus							Destruction of lacrimal punctum; Obliteration of lacrimal apparatus	that by:; cryoprobe; laser				FALSE	FALSE									Destruction of lacrimal apparatus	
			that by cryoprobe	I	Destruction of lacrimal apparatus by cryoprobe								FALSE	FALSE										Destruction of lacrimal apparatus by cryoprobe
			that by laser	I	Destruction of lacrimal apparatus by laser								FALSE	FALSE										Destruction of lacrimal apparatus by laser
		Destruction of lacrimal punctum		I									FALSE	FALSE										
			that by cryoprobe	I	Destruction of lacrimal punctum by cryoprobe								FALSE	FALSE										Destruction of lacrimal punctum by cryoprobe
			that by laser	I	Destruction of lacrimal punctum by laser								FALSE	FALSE										Destruction of lacrimal punctum by laser
		Obliteration of lacrimal apparatus		I									FALSE	FALSE										
			that by cryoprobe	I	Obliteration of lacrimal apparatus by cryoprobe								FALSE	FALSE										Obliteration of lacrimal apparatus by cryoprobe
			that by laser	I	Obliteration of lacrimal apparatus by laser								FALSE	FALSE										Obliteration of lacrimal apparatus by laser
BAD.JB.AA	Drainage of lacrimal passage							Dilation of tear duct opening; Intubation of nasolacrimal duct; Probing of lacrimal canaliculi; Probing of lacrimal punctum; Probing of nasolacrimal duct	insertion of tube or stent; removal of calculus; that with dilation and lavage				FALSE	FALSE									Drainage of lacrimal passage	
			insertion of tube or stent	I	Drainage of lacrimal passage by insertion of tube or stent								FALSE	FALSE										Drainage of lacrimal passage by insertion of tube or stent
			removal of calculus	I	Drainage of lacrimal passage with removal of calculus								FALSE	FALSE										Drainage of lacrimal passage by removal of calculus
			that with dilation and lavage	I	Drainage of lacrimal passage with dilation and lavage								FALSE	FALSE										Drainage of lacrimal passage with dilation and lavage
		Dilation of tear duct opening		I									FALSE	FALSE										
			insertion of tube or stent	I	Dilation of tear duct opening by insertion of tube or stent								FALSE	FALSE										Dilation of tear duct opening by insertion of tube or stent
			removal of calculus	I	Dilation of tear duct opening with removal of calculus								FALSE	FALSE										Dilation of tear duct opening by removal of calculus
			that with dilation and lavage	I	Dilation of tear duct opening with lavage	Repeated words: [Dilation]							FALSE	FALSE										Dilation of tear duct opening with dilation and lavage
		Intubation of nasolacrimal duct		I									FALSE	FALSE										
			insertion of tube or stent	I	Intubation of nasolacrimal duct by insertion of stent								FALSE	FALSE										Intubation of nasolacrimal duct by insertion of tube or stent
			removal of calculus	I	Intubation of nasolacrimal duct with removal of calculus								FALSE	FALSE										Intubation of nasolacrimal duct by removal of calculus
			that with dilation and lavage	I	Intubation of nasolacrimal duct with dilation and lavage								FALSE	FALSE										Intubation of nasolacrimal duct with dilation and lavage
		Probing of lacrimal canaliculi		I									FALSE	FALSE										
			insertion of tube or stent	I	Probing of lacrimal canaliculi by insertion of tube or stent								FALSE	FALSE										Probing of lacrimal canaliculi by insertion of tube or stent
			removal of calculus	I	Probing of lacrimal canaliculi with removal of calculus								FALSE	FALSE										Probing of lacrimal canaliculi by removal of calculus
			that with dilation and lavage	I	Probing of lacrimal canaliculi with dilation and lavage								FALSE	FALSE										Probing of lacrimal canaliculi with dilation and lavage
		Probing of lacrimal punctum		I									FALSE	FALSE										
			insertion of tube or stent	I	Probing of lacrimal punctum by insertion of tube or stent								FALSE	FALSE										Probing of lacrimal punctum by insertion of tube or stent
			removal of calculus	I	Probing of lacrimal punctum with removal of calculus								FALSE	FALSE										Probing of lacrimal punctum by removal of calculus
			that with dilation and lavage	I	Probing of lacrimal punctum with dilation and lavage								FALSE	FALSE										Probing of lacrimal punctum with dilation and lavage
		Probing of nasolacrimal duct		I									FALSE	FALSE										
